features,metric,sep_H1_moy,sep_H1_sd,sep_H1_correct_moy,sep_H0_moy,sep_H0_sd,sep_H0_p05,ecart_H1_H0
char,burrows_delta,-2.8722857426448933,0.6845691420272719,-3.026451577622793,-2.2263253846018562,0.25452716425047206,-2.7063400481623434,0.6459603580430371
char,cosine_delta,-4.657321978920723,1.3377799235741392,-4.739098624450708,-2.964891445723056,0.5111176763205543,-3.9462944872772914,1.6924305331976668
mfw,burrows_delta,-3.2802962228633312,0.7935477514487075,-3.405467281914298,-2.34094401651628,0.2524735127631229,-2.8179363411559044,0.9393522063470514
mfw,cosine_delta,-4.897784902521893,1.4257158298061468,-5.031999125715,-3.1299501633719267,0.5041861495861577,-4.017947188607115,1.7678347391499667
