distance_2020_2021_vs_2022_2024,n_titres_periode_1,n_titres_periode_2,distance_moities_aleatoires_ziak_moy,distance_moities_aleatoires_ziak_sd,distance_moities_aleatoires_autres_moy,z_vs_moitiés_aleatoires
0.7678023021109719,21,20,0.7563097487990239,0.017237152819847768,0.632338232205586,0.6667315322544521
