features,metric,sep_mikeysem,sep_H1_correct,sep_H0,z_vs_H0
char,burrows_delta,0.39974196839452186,-2.8189434162400553,-2.3816678974896153,11.94387955284072
char,cosine_delta,-1.0574563210616876,-4.527835469017515,-3.261774488227355,3.0686508842956326
mfw,burrows_delta,-0.31454035946187664,-3.078380036156033,-2.4681117587573476,8.370225816594917
mfw,cosine_delta,-0.4745249881180827,-4.734468038993155,-3.521646631253076,4.060695900059687
