year,pageviews_mean,pageviews_median,pageviews_std,contributors_mean,contributors_median,contributors_std,ranking_mean,ranking_median,ranking_std,n_je_mean,n_je_median,n_je_std,n_profanity_mean,n_profanity_median,n_profanity_std,n_verlan_mean,n_verlan_median,n_verlan_std,n_french_words_mean,n_french_words_median,n_french_words_std,means_word_length_mean,means_word_length_median,means_word_length_std,n_unique_words_mean,n_unique_words_median,n_unique_words_std,n_words_mean,n_words_median,n_words_std,pageviews_corrected_mean,pageviews_corrected_median,pageviews_corrected_std,n_non_french_words_mean,n_non_french_words_median,n_non_french_words_std,n_argot_mean,n_argot_median,n_argot_std,n_onomatopee_mean,n_onomatopee_median,n_onomatopee_std,n_negative_mean,n_negative_median,n_negative_std,n_positive_mean,n_positive_median,n_positive_std,birthdate_artist_mean,birthdate_artist_median,birthdate_artist_std,age_artist_mean,age_artist_median,age_artist_std,pageview_mean_mean,pageview_mean_median,pageview_mean_std,pageviews_2_mean,pageviews_2_median,pageviews_2_std,n_sexe_mean,n_sexe_median,n_sexe_std,hate_mean,hate_median,hate_std,sexism_mean,sexism_median,sexism_std,n_lines_mean,n_lines_median,n_lines_std,sentiment2_mean,sentiment2_median,sentiment2_std,born_in_france_mean,born_in_france_median,born_in_france_std
2011,10909.68972972973,0.0,35187.484238621546,9.965405405405406,6.0,11.830096486131584,2290.97603195739,2034.0,1532.4211186087523,19.956756756756757,17.0,17.06012636377328,3.7632432432432434,2.0,4.998392628028422,5.682162162162162,4.0,5.838608221943473,525.9124324324324,493.0,291.76064640584195,3.9352118210670426,3.88684258365846,0.3297050083818177,262.19675675675677,254.0,116.82808340343978,576.0086486486487,546.0,312.53782443091876,3.5495592700129173,1.31191416981327,3.527393890166579,50.09621621621621,39.0,44.393147612346134,10.638918918918918,9.0,9.310969588295016,0.8789189189189189,0.0,3.7411423410699074,19.79783783783784,17.0,15.277278337951198,17.208648648648648,15.0,12.173916958984652,1983.9692307692308,1984.0,6.432386302318818,27.03076923076923,27.0,6.432386302318931,2.90956935366992,2.90956935366992,0.0,2.597865889740237,0.0,4.083243987123522,1.4313513513513514,1.0,1.8395871721886312,0.31490924231461936,0.310183262068128,0.08192116806516037,0.273753545687683,0.266536650558313,0.1288455454413947,58.96108108108108,56.0,31.13770905569204,-0.2562698061021892,-0.26465824488047,0.19203639502616215,0.918010752688172,1.0,0.2734886327237047
2012,19652.26854219949,0.0,52969.81889984067,12.391304347826088,9.0,12.390661438116078,2242.052795031056,2047.5,1496.3280064575667,21.585677749360613,18.0,17.602615754129662,4.283034953111679,3.0,5.631156653138876,5.803921568627451,5.0,5.385553134116884,546.4236999147485,524.0,269.37791503794386,3.9488326427088194,3.88662790697674,0.33616905519231555,273.65728900255755,266.0,110.77499344395241,597.5984654731458,577.0,289.9097333289655,4.15125312195466,0.728972071499706,3.923040849454649,51.17476555839727,40.0,46.04011432636495,11.121909633418586,9.0,9.172203841642746,0.6896845694799659,0.0,3.366803051022993,20.904518329070758,18.0,14.080318909427223,17.84825234441603,16.0,11.21694951464451,1984.3333333333333,1985.0,6.08586082447391,27.666666666666668,27.0,6.085860824473837,4.43493195997388,4.43493195997388,0.0,3.7797947530133635,0.0,4.32107685849459,1.7297527706734868,1.0,3.047593414715841,0.31386408728487314,0.3087972419298425,0.08160120233075754,0.27112278996191047,0.25759210479115646,0.1291453781311045,60.088661551577154,58.0,27.77230646061257,-0.2596914376322536,-0.2676383515699905,0.17954201788904964,0.807648401826484,1.0,0.394002235316569
2013,23281.830409356724,0.0,68187.74445109791,13.118629908103593,9.0,13.091176103267573,2291.042596348884,2153.0,1486.2959602422522,23.883876357560567,20.0,18.704998590009524,4.03842940685046,2.0,6.32761058577048,5.515455304928989,4.0,5.5256292546262085,537.3350041771095,518.0,248.19398272919653,3.9381759184292395,3.885660609146045,0.2897686961855545,266.3091060985798,257.0,103.98655540325899,585.0735171261487,560.0,260.8751728216515,4.1204624026352645,0.490927539575179,3.9685173958860993,47.73851294903926,37.0,41.87236892900411,10.65998329156224,9.0,9.373636498378525,0.695906432748538,0.0,2.344014996884432,20.47953216374269,18.0,14.032414354762894,17.680868838763576,15.0,11.63527719904723,1982.399185336049,1982.0,7.131671194667179,30.60081466395112,31.0,7.131671194667191,4.69880536120113,4.69880536120113,0.0,3.9801991401772026,0.0,4.339166614221431,1.7126148705096074,1.0,2.8635553823242548,0.30848252802637377,0.301370169049588,0.08227368024369262,0.26992794825533056,0.2589984171559055,0.12591984765151043,58.288220551378444,56.0,24.64425085611262,-0.2635309735016794,-0.266205022605146,0.19465201774783158,0.7490174572708163,1.0,0.41075524396812946
2014,15895.58855961406,0.0,44527.249171013274,12.374913852515506,9.0,11.903058049965557,2281.1637860082305,2083.0,1533.4971082121544,25.614059269469333,21.0,22.96780164807791,5.223294279807029,3.0,7.621098330354086,6.440385940730531,5.0,6.993573078382119,551.5024121295659,506.0,376.53537155048326,3.871440902361891,3.82564102564103,0.2890578260168657,261.5313576843556,243.0,136.88902458013285,599.8573397656788,551.0,409.8349453043777,3.703698733607855,0.548406505892679,3.81940962750522,48.354927636113025,35.0,52.96312453192709,11.67263955892488,9.0,11.769613235683623,0.8490696071674707,0.0,3.0972675659606006,20.855961405926948,17.0,17.64451455119903,17.314266023432115,14.0,14.136153080892408,1986.3379310344828,1989.0,6.784337025281786,27.662068965517243,25.0,6.784337025281862,4.1055800345619,4.1055800345619,0.0,3.5226273072296217,0.0,4.252017427664875,1.8518263266712611,1.0,3.4701826107404967,0.31799585340513586,0.312595496276343,0.0824961165311282,0.28563316568898145,0.279149903357029,0.13071144920924924,60.67195037904893,55.0,42.03066079850413,-0.26639548066918917,-0.27393010403547,0.18434414218651834,0.8844639962954387,1.0,0.31930512464501454
2015,25642.045708955226,0.0,75533.07894423394,13.255130597014926,8.0,16.36160220947644,2335.817100792752,2142.5,1500.932044316599,22.209421641791046,19.0,20.469056004167452,4.53964552238806,3.0,7.052983606656228,5.672574626865671,4.0,6.372924067517976,506.74860074626866,466.0,319.48805401287024,3.931400492413869,3.87008343265793,0.3455451154757724,243.0517723880597,229.0,125.02634953874728,558.6954291044776,520.5,339.9209716526736,3.8712719189290294,0.34327769779586,3.989223302498302,51.946828358208954,38.0,47.1207280688065,10.284514925373134,8.0,10.17821701860392,1.1002798507462686,0.0,4.425957446137597,19.202891791044777,16.0,15.048044725359315,16.54990671641791,14.0,12.888999168722235,1985.927392739274,1987.0,6.928140274710874,29.072607260726073,28.0,6.928140274710853,4.5598243163964,4.5598243163964,0.0,3.879835442301685,0.0,4.373115270537274,1.6469216417910448,1.0,3.276901989107037,0.3133591477404489,0.307484375387696,0.08612108018940112,0.27053477416387905,0.2599249981301295,0.13230412648722636,59.639925373134325,56.0,33.70390699742837,-0.2402996211125492,-0.2446097517347,0.18769710478778917,0.832810867293626,1.0,0.37333975402036623
2016,25913.90741553313,5059.0,81495.92162457421,13.555506801228608,8.0,17.604556941462633,2392.0945802337937,2274.5,1499.0916734418308,25.486178148310664,23.0,19.647277227733618,4.348398420359807,2.0,6.058587664122764,5.97718297498903,4.0,6.746078544663739,501.1088196577446,478.0,271.98688108495213,3.8510590764964676,3.802892028407585,0.42175900000113326,222.9670908293111,209.0,106.10918087902827,547.0903905221588,521.0,287.97226004369924,3.87738331560411,6.2283137454783,3.942637010936103,45.981570864414216,35.0,41.11838209252735,10.375164545853444,8.0,10.048876041992408,1.5958753839403248,0.0,5.707795496014508,17.682316805616498,15.0,12.998818028377968,16.305835892935498,14.0,11.970879071072893,1988.0502994011977,1990.0,6.8945367647448705,27.949700598802394,26.0,6.89453676474492,5.03291135875354,5.03291135875354,0.0,4.221860611073839,6.91391984725727,4.279476203314638,1.6112329969284773,1.0,3.2280563601766605,0.31505209127996686,0.308150637571542,0.08910779798624975,0.26953506391767074,0.260536817878192,0.1320828371370847,59.115840280824926,56.0,29.392304408762502,-0.22158007067092003,-0.230481117179519,0.19013495371882508,0.8661749209694415,1.0,0.34064380434390595
2017,20654.283582089553,0.0,59036.02777977296,12.734404898584003,8.0,14.267968132311701,2521.398377862595,2410.0,1535.9612568382404,25.670110983543818,23.0,18.936397491323238,3.9464217374665136,2.0,6.25156945204961,5.569077688480673,4.0,6.103020035340893,487.2900880214313,464.0,235.82184507825033,3.816680157404763,3.783722451649835,0.3090299944476848,211.84500574052814,200.0,95.25212418665139,527.9012629161883,503.0,249.06025099155974,3.8773833156026907,0.0944978711267153,3.9030749646096896,40.611174894756985,32.0,35.10140066103365,9.337160352085725,7.0,8.970770165066412,1.8675851511672408,0.0,6.0762820747836255,17.185227707615766,15.0,12.994113842795834,16.187523918867203,13.0,13.021982140468294,1988.6898678414098,1991.0,6.985045343312383,28.31013215859031,26.0,6.9850453433121835,4.91844527830774,4.91844527830774,0.0,4.132753484408735,0.0,4.2520534192255175,1.4515882127822426,1.0,3.4298441285486603,0.3067141177828545,0.299157557388147,0.08763352254813442,0.2627181441665779,0.247565243280295,0.13482370809124772,56.546115575966326,55.0,25.50809628154432,-0.2341591984920003,-0.239819318056107,0.1844721812913226,0.8306208559373117,1.0,0.3726173644994571
2018,13839.466385075677,0.0,46593.30781346575,11.861668426610349,8.0,14.187534645880143,2508.062714776632,2356.0,1480.0210391255455,25.778599084829285,23.0,19.00972452053434,3.641323477648715,2.0,5.622437088235883,5.381203801478352,4.0,5.422831113242055,478.84582893347414,454.0,237.54196995587668,3.796081248893902,3.75483870967742,0.304695400160923,207.39739528335093,196.0,93.20173550023267,522.2354804646251,494.0,256.73701913478396,3.8773833156033093,0.569007075639225,3.7515681322343704,43.389651531151,32.0,43.4665714835373,9.355156634987681,7.0,9.473994185628904,2.3424850404787048,0.0,6.915021464216029,16.598028863076383,14.0,12.016639709838525,15.885251671946497,13.0,11.547461644811804,1990.4596711041504,1992.0,6.46907116284263,27.540328895849647,26.0,6.469071162842822,4.33088953431474,4.33088953431474,0.0,3.6798964014644757,0.0,4.162218437904062,1.3220696937697993,0.0,2.7081193925742726,0.3067710761913494,0.3002564953196615,0.08703883489303083,0.26400488334604455,0.2510627710393495,0.1347738375115901,54.860964449137626,52.0,26.788688495763125,-0.23323742600645217,-0.2341781916155215,0.1841617850353358,0.8146964856230032,1.0,0.3886988529607403
2019,11173.293816319063,0.0,45642.766288637315,10.165386022685693,6.0,14.266846730657473,2451.1503662214564,2327.0,1474.5774594255035,27.86059275521405,25.0,22.020603670928633,3.5645810464690815,2.0,5.536708704780118,5.525429930479326,4.0,6.749097944709973,480.794731064764,458.0,281.0628266677285,3.756603187365519,3.71610845295056,0.3132216209983608,200.2334431028174,186.0,96.15887343201689,524.6330040248811,497.0,309.350468933252,3.8773833156033053,1.45457853262021,3.52554606253855,43.83827296011709,35.0,46.996956836810966,8.967069154774972,7.0,9.75319589893588,3.1350164654226127,0.0,7.282401693344572,16.504573728503477,14.0,13.226836057957966,16.111964873765093,13.0,13.830570394369566,1990.161648177496,1991.0,6.858084699886982,28.838351822503963,28.0,6.858084699887089,3.17491678974836,3.17491678974836,0.0,2.7974925762600087,0.0,4.057266972771377,1.2941822173435784,0.0,2.801476648462357,0.30211242104647146,0.291483448923759,0.09034697230259676,0.27771306055168465,0.263075515627861,0.13838403561003584,50.84888401024515,48.0,31.753434401678412,-0.24527304568946307,-0.248129854599635,0.1914768673058537,0.8472039276733325,1.0,0.3576512556404353
2020,6240.184525971667,0.0,28562.57473640586,8.32110424990919,5.0,10.89845012188697,2547.9860505666957,2437.0,1508.7972167378118,25.952052306574647,24.0,16.736367140661986,3.3283690519433344,2.0,4.818401107820335,5.156919723937523,4.0,5.483995301050145,458.79150018162005,454.0,169.84285692048667,3.770595701083189,3.7077364769168453,0.3402406738567658,194.83545223392662,188.0,67.77348360451676,501.27787867780603,500.0,177.6150241691695,3.877383315604807,2.03502393927291,3.1816747442731055,42.48637849618598,35.0,32.26271686352968,8.55321467490011,6.0,8.627600173662817,3.909189974573193,0.0,8.76877755705286,15.132945877224845,13.0,10.383793237277311,14.992008717762442,13.0,10.451539335824942,1991.2064220183486,1992.0,6.744215291284761,28.793577981651374,28.0,6.744215291284735,2.42928453493635,2.42928453493635,0.0,2.2029873838632765,0.0,3.793030213513412,1.2117689792953141,0.0,2.4527170124418456,0.30218450929778456,0.29358414786000253,0.0900744451057168,0.2799228353330639,0.2642611661335315,0.14283007511866427,45.614239011986925,44.0,16.935628831580203,-0.24194285129238852,-0.249386974210584,0.197863527782749,0.8194308145240432,1.0,0.3848497140816232
2021,4178.600075671586,0.0,16196.912686610967,7.685962920923194,5.0,9.358236447706949,2515.61197440585,2429.5,1479.4640343013289,26.0790768066591,24.0,17.82576613457076,2.8796821793416574,2.0,4.081018028663503,5.332576617480136,4.0,5.171131402536526,474.37797956867195,460.0,225.8960217474768,3.761784609861931,3.717694005773475,0.29199340146509145,200.78017404464623,189.0,84.67483621706975,516.9345440786984,497.0,237.3205363438331,3.877383315603176,2.51645338129486,2.8524748859173616,42.55656451002648,35.0,32.7672514594691,8.01853953840333,6.0,7.4963551971924804,4.29738933030647,0.0,9.89598156668645,15.425652667423382,13.0,11.193469978289263,15.385925085130534,13.0,10.97906542115568,1990.1515729265968,1992.0,7.447712127866663,30.84842707340324,29.0,7.447712127866629,1.7937574815258597,1.79375748152586,0.0,1.6838951482582376,0.0,3.5191571975147693,1.1993946273174423,0.0,2.4944995532110954,0.2965944476619169,0.288605923555335,0.08841174892664151,0.2688939703077734,0.253420710131742,0.13630879316874278,47.14982973893303,45.0,22.802335526416293,-0.24847847302103568,-0.253385309662138,0.1973917347341606,0.8785109528289209,1.0,0.3229448084017374
2022,1755.9759320434166,0.0,6035.106820600511,6.606890042472864,5.0,6.269503634961164,2596.9682726204464,2485.0,1514.20310651762,26.37942425672487,25.0,17.6159713632707,2.578574799433695,1.0,3.892722641505489,5.190184049079755,4.0,5.436054392652603,463.38367154318075,454.0,204.580298937668,3.748778536886498,3.70758122743682,0.3198676120819943,196.73336479471448,188.0,80.46972096400621,504.7866918357716,494.0,214.62456799341413,3.861363660545024,2.9254347497442,2.38502904897544,41.403020292590845,33.0,32.20563517537204,7.613025011798018,6.0,7.224796003657394,6.067484662576687,1.0,12.20015924471627,14.636621047663992,13.0,10.165119269693408,14.995280792826804,13.0,10.410823542851052,1991.4140914709517,1992.0,6.705277158980908,30.585908529048208,30.0,6.705277158980932,1.24548690935376,1.24548690935376,0.0,1.2159648083531862,0.0,3.09323412039838,1.0788107597923549,0.0,2.236684300185068,0.28883610675332816,0.279323412690844,0.0861518251361203,0.2595113700651571,0.246693620458245,0.13752828070830428,45.45257196790939,43.0,19.497402837659255,-0.2472988926839606,-0.247645898111935,0.1885783453203393,0.8278061224489796,1.0,0.37778988012609077
2023,1516.5529411764705,0.0,7921.981882089914,6.479551820728291,5.0,6.87115174162395,2546.005383580081,2448.5,1495.6913728437685,26.44985994397759,25.0,17.42073275246595,2.637535014005602,1.0,3.874610146312656,5.277310924369748,4.0,5.541614432876617,459.31596638655463,443.0,203.00757650454827,3.770214319203977,3.72361197970954,0.29915088051001903,199.49131652661063,189.0,81.5979153877797,502.4733893557423,483.0,213.73094935952145,3.912094255835378,3.25970855590225,2.050796623218895,43.15742296918768,35.0,34.60070734121113,7.1949579831932775,6.0,6.914117398979118,4.356862745098039,0.0,11.63648965527861,14.541736694677871,13.0,9.665572155790509,14.869467787114846,13.0,9.827565617231222,1992.2743628185908,1993.0,6.084094313035069,30.725637181409294,30.0,6.084094313035159,0.866427274920666,0.866427274920666,0.0,0.8797595718397481,0.0,2.7577875657292026,1.0420168067226891,0.0,2.8808406007590834,0.2868552987510214,0.278985793104973,0.08348821903373066,0.2511957615295831,0.23874185441961,0.1347298826883455,48.43809523809524,46.0,20.711197572569965,-0.2300016921446351,-0.2346674273713545,0.1824719019631562,0.8844629822732013,1.0,0.31962258096247415
2024,417.7362637362637,0.0,3169.1080409734786,5.313186813186813,4.0,4.4740802639203885,2717.219178082192,2595.0,1515.838538818563,24.653846153846153,22.0,16.497311401192416,2.956043956043956,2.0,4.032772069134715,6.483516483516484,5.0,6.360900310443114,448.63186813186815,449.0,201.58154150080028,3.7427546014328925,3.7,0.2956028711933153,197.3956043956044,192.0,81.91855261379968,493.0824175824176,498.5,212.4210319795857,3.7640887311944753,3.53859721172341,1.2311795566428245,44.45054945054945,36.5,30.192115518383964,7.576923076923077,6.0,6.873129309298451,4.818681318681318,0.0,11.830062016415878,14.928571428571429,13.0,9.916800697274066,13.653846153846153,12.5,8.81272068653333,1995.1145833333333,1996.5,6.789883793543499,28.885416666666668,27.5,6.78988379354349,0.301362972796479,0.301362972796479,0.0,0.3409019981573135,0.0,1.8557681543888795,1.098901098901099,0.0,2.538346549554286,0.29337186908632396,0.296043609110814,0.08254523087699255,0.268633730600323,0.263798748192034,0.12401530926409547,47.51648351648352,48.0,20.30342356747995,-0.2412336023428161,-0.243932526066618,0.17527600450628714,0.8857142857142858,1.0,0.3139488333987585
