distance_2020_2021_vs_2022_2024,n_titres_periode_1,n_titres_periode_2,distance_moities_aleatoires_ziak_moy,distance_moities_aleatoires_ziak_sd,distance_moities_aleatoires_autres_moy,z_vs_moitiés_aleatoires
0.7588554178201441,23,20,0.727932999943622,0.01803397789445,0.6168949512433873,1.7146753786541922
