titres_corpus,titres_recollectes,artistes_nettoyes,artistes_garde_fou,mots_gardes,mots_retires,part_retiree,seuil_membre,seuil_garde_fou,option1_titres_ecartes,option1_titres_ecartes_balises,option1_titres_ecartes_titre
37307,34666,393,0,17407375,2373813,0.12000356095902835,0.4,0.5,8280,8264,16
