features,metric,sep_mikeysem,sep_H1_correct,sep_H0,z_vs_H0
char,burrows_delta,0.34721706760249016,-2.815854227014189,-2.499001721567529,9.301868474281154
char,cosine_delta,-1.1756594441190649,-4.573369396639394,-3.292656808741616,2.9666622886423206
mfw,burrows_delta,-0.335544347335446,-3.1153138721881772,-2.6228639261857363,7.765533559776512
mfw,cosine_delta,-0.4785989023803671,-4.735464047927856,-3.543415894161152,3.9182859149335942
