distance_2020_2021_vs_2022_2024,n_titres_periode_1,n_titres_periode_2,distance_moities_aleatoires_ziak_moy,distance_moities_aleatoires_ziak_sd,distance_moities_aleatoires_autres_moy,z_vs_moitiés_aleatoires
0.7651527025317303,23,20,0.7414080834403137,0.015532729270258845,0.6165295411811272,1.5286829942599127
