features,metric,sep_H1_moy,sep_H1_sd,sep_H1_correct_moy,sep_H0_moy,sep_H0_sd,sep_H0_p05,ecart_H1_H0
char,burrows_delta,-2.861358599518837,0.6569289963690972,-3.037559984783255,-2.2724443424028578,0.224556618518872,-2.66947882806175,0.5889142571159791
char,cosine_delta,-4.716042994343342,1.3686039078525203,-4.7941210791511715,-3.061214265845689,0.5441074561189515,-4.153399023200444,1.6548287284976526
mfw,burrows_delta,-3.265487324927943,0.7653871394333523,-3.392236792739084,-2.382303945610343,0.2462566995355784,-2.8479235701486467,0.8831833793175998
mfw,cosine_delta,-4.945802470998431,1.4153245933824097,-5.078851522847006,-3.225474567641252,0.5512482765982287,-4.223015453150105,1.720327903357179
