,0
n_ziak_songs,43
n_artists_pool,217
era,2018-2024
min_songs,25
closest_char4,Zkr
closest_char4_dist,0.10013316227676616
intra_ziak,0.18989250022358428
median_intra,0.17609847503594123
median_ziak_to_others,0.1402205702123741
closest_vs_intra_ratio,0.5273149922133145
forced_mode,ISK
forced_mode_share,0.13953488372093023
cv_f1_mean,0.7569293401420099
cv_f1_std,0.04981389725232385
pca_var,0.11382605840008411
nn_mode,Volts Face
nn_mode_share,0.20930232558139536
agrege_top,ISK
