features,metric,recall_at_1,recall_at_5,recall_at_10,recall_at_20,rang_median,sep_top1_moy,n_essais
char,cosine_delta,0.9,0.9847457627118644,0.9932203389830508,0.9971751412429378,1.0,-4.458137481110538,1770
mfw,cosine_delta,0.8497175141242937,0.9661016949152542,0.9903954802259887,0.9943502824858758,1.0,-4.641178681864652,1770
mfw,burrows_delta,0.7909604519774012,0.919774011299435,0.9485875706214689,0.9757062146892655,1.0,-3.1002056942224954,1770
char,burrows_delta,0.6531073446327683,0.8564971751412429,0.9112994350282486,0.9519774011299436,1.0,-2.7876221098884497,1770
