url,d_n_words,d_n_unique,d_n_je,d_n_lines,d_mwl,d_n_french
https://genius.com/Naza-on-ta-dit-lyrics,5,-3,0,0,-0.062257598663078895,20
https://genius.com/Kamelancien-rap-de-ben-laden-lyrics,-1,-3,0,0,-0.016753398210484605,0
https://genius.com/Eli-mc-au-poete-il-faut-le-spleen-lyrics,0,0,0,0,3.552713678800501e-15,1
https://genius.com/Luidji-reste-en-vie-lyrics,-4,-4,0,0,-0.0027907249435670245,1
https://genius.com/47ter-harakiri-lyrics,2,-8,4,0,-0.05322593688841071,13
https://genius.com/Dinos-helsinki-lyrics,-4,-4,0,0,0.0004654960585490642,0
https://genius.com/El-matador-equipe-solide-lyrics,-3,-4,1,1,-0.007270766038717902,9
https://genius.com/Noyau-dur-attitude-lyrics,-4,-3,0,1,-0.0014656190204784814,1
https://genius.com/Retro-x-johnny-dang-lyrics,24,-4,19,-1,-0.5495934959349604,50
https://genius.com/Lefa-la-quali-lyrics,-4,-4,0,1,-0.0022009229677002473,5
https://genius.com/Hayce-lemsi-dolce-narco-lyrics,24,-7,10,0,-0.2623367161072103,53
https://genius.com/Lacrim-freestyle-de-rue-act4-lyrics,-2,-3,0,0,-0.01381812156396256,3
https://genius.com/Alkpote-lunettes-cartier-lyrics,-4,-4,0,0,0.0015873347396544446,1
https://genius.com/Hyacinthe-sur-ma-vie-lyrics,-4,-4,0,0,-0.003460260826771755,0
https://genius.com/Alpha-wann-double-p-majuscule-lyrics,65,-8,27,0,-0.5792944571385705,136
https://genius.com/Niska-boug-mwen-lyrics,-4,-4,0,0,-0.0014397589432157964,0
https://genius.com/Lartiste-protege-moi-lyrics,-4,-4,0,3,-0.0013313218346113764,1
https://genius.com/Luv-resval-hades-lyrics,-4,-4,0,0,-0.0014324170197608233,2
https://genius.com/Am-la-scampia-freestyle-genny-lyrics,0,0,0,0,-2.220446049250313e-15,0
https://genius.com/Serane-ok-coo-lyrics,-4,-3,0,0,-0.00426651933362221,3
https://genius.com/Lord-esperanza-freestyle-fluck-lyrics,5,-3,0,2,-0.07915608070868618,13
https://genius.com/Kobzx2z-my-all-lyrics,31,-8,21,0,-0.6038732866607677,66
https://genius.com/Usky-katy-lyrics,-4,-4,0,3,-0.0042011019283734186,0
https://genius.com/James-delleck-petit-demon-lyrics,-4,-4,0,7,-0.0008474127429702882,0
https://genius.com/Jul-luffy-lyrics,87,-7,41,2,-0.8646729654109757,168
https://genius.com/Kaaris-debrouillard-lyrics,2,-2,0,-1,-0.07419661183102289,9
https://genius.com/Retro-x-promenade-des-anglais-lyrics,-4,-4,0,0,-0.0021350965098010377,0
https://genius.com/Heuss-lenfoire-chef-dorchestre-lyrics,0,0,0,0,3.9968028886505635e-15,1
https://genius.com/Hocus-pocus-seconde-formule-lyrics,-4,-4,0,0,-0.0012836071695279117,0
https://genius.com/Thabiti-free-bendo-lyrics,-2,-5,0,0,-0.014860200098988585,6
https://genius.com/Le-klub-des-7-le-chiffre-impair-lyrics,-4,-4,0,0,-0.0011134910920675978,0
https://genius.com/Hugo-tsr-interlude-flaque-de-samples-lyrics,14,4,1,0,-0.8027210884353755,28
https://genius.com/Mmz-ratepi-lyrics,90,0,25,0,-0.6928774928774968,172
https://genius.com/Davodka-accuse-de-reflexion-chapitre-i-lyrics,-3,-4,0,0,-0.009144333409039529,2
https://genius.com/Klub-des-loosers-non-pere-lyrics,1,0,0,0,-0.011445389143227125,2
https://genius.com/Mister-v-rap-vs-realite-2-lyrics,2,-7,3,0,-0.0552110605851861,12
https://genius.com/Disiz-rien-a-coffrer-lyrics,-4,-4,0,0,-0.0008346062390778286,3
https://genius.com/Lord-esperanza-23carats-3-lyrics,-1,-4,0,1,-0.030177381859384234,6
https://genius.com/Grems-neuvieme-symphonie-lyrics,-4,-4,0,0,0.00034561500956797886,1
https://genius.com/Youssoupha-neptune-terminus-lyrics,-4,-4,0,0,0.0009167912306944359,0
https://genius.com/Sadek-dadinho-lyrics,-4,-4,0,0,-0.0006578947368396371,0
https://genius.com/Lefa-frenchman-saison-2-lefa-lyrics,0,0,0,1,-3.552713678800501e-15,0
https://genius.com/Mister-you-gracias-lyrics,0,0,0,1,-2.6645352591003757e-15,0
https://genius.com/Hippocampe-fou-freestyle-instagramerie-5-coquin-lyrics,-4,-4,0,0,-0.006135952560841318,0
https://genius.com/Sniper-fuck-lyrics,-4,-4,0,0,-0.002826561666213756,0
https://genius.com/La-fouine-ray-charles-lyrics,-3,-1,0,0,-0.008010488364473822,4
https://genius.com/Orelsan-tout-ce-que-je-sais-lyrics,-4,-3,0,0,-0.004103899324287674,2
https://genius.com/Mac-tyer-mandela-lyrics,-4,-4,0,0,-0.0019578806771325397,0
https://genius.com/Ninho-chino-lyrics,-3,-5,0,0,-0.006989844822260949,3
https://genius.com/A2h-savage-lyrics,-3,-4,0,1,-0.017821782178213397,1
https://genius.com/Plk-intro-lyrics,-4,-4,0,1,-0.0010456885456870957,2
https://genius.com/Hyacinthe-poison-lyrics,-4,-4,0,0,0.0008975282544287921,0
https://genius.com/Niro-royal-lyrics,12,-1,0,0,-0.1059322033898269,25
https://genius.com/Sch-super-silver-haze-lyrics,-2,-5,2,0,-0.025387022942031656,19
https://genius.com/Sofiane-i-need-money-lyrics,-4,-4,0,0,-0.002218986200684725,0
https://genius.com/Kalash-plezi-lyrics,-4,-3,0,6,-0.008815750808111034,7
https://genius.com/Djadja-and-dinaz-loin-lyrics,-4,-4,0,0,-0.004680969629427434,2
https://genius.com/Dandyguel-donne-lyrics,2,-6,1,3,-0.10739234699197375,12
https://genius.com/Caballero-robot-lyrics,-4,-4,0,0,-0.0020945676486352482,1
https://genius.com/Sopico-jrap-mieux-qutoi-freestyle-generations-lyrics,3,2,0,0,-0.08594402673349677,0
https://genius.com/Djadja-and-dinaz-le-mal-mappelle-lyrics,-4,-4,0,9,-0.0048968273868301715,0
https://genius.com/Luni-sacks-lil-gin-freestyle-lyrics,0,0,0,2,-1.3322676295501878e-15,1
https://genius.com/Black-m-french-kiss-lyrics,-4,-4,0,0,-0.002261905391046426,0
https://genius.com/Mmz-eteint-nos-bigo-lyrics,-4,-4,0,1,-0.003798503973817091,0
https://genius.com/Souffrance-intro-le-peuple-a-faim-lyrics,-3,-4,0,0,-0.016641036017811306,3
https://genius.com/K-reen-au-bout-de-ton-reve-lyrics,-4,-4,0,0,-0.0021135717492155592,2
https://genius.com/Kamelancien-evasion-furtive-lyrics,-4,-4,0,0,0.0062864010354113375,0
https://genius.com/Salif-intro-lyrics,-3,-4,0,0,-0.008941332890147535,3
https://genius.com/Booba-gotham-lyrics,-3,-4,1,0,-0.012013828867765586,3
https://genius.com/Jul-a-la-vue-lyrics,-4,-4,0,0,-0.004166224580013367,0
https://genius.com/100-blaze-freestyle-champagne-lyrics,1,-6,0,4,-0.08481617473991143,13
https://genius.com/Seb-fra-1m-lyrics,0,0,0,1,3.1086244689504383e-15,0
https://genius.com/Yl-penelope-lyrics,-4,-4,0,0,-0.0014534685168294814,0
https://genius.com/Akhenaton-reflections-lyrics,22,-4,4,0,-0.22914514482142945,50
https://genius.com/Salif-ghetto-cailles-lyrics,-1,-3,0,0,-0.029404090403280847,3
https://genius.com/Yl-majin-vegeta-lyrics,-4,-4,0,0,-0.0017276865525914786,2
https://genius.com/Soprano-mes-kwell-lyrics,-2,-4,0,3,-0.021128116868479818,5
https://genius.com/Lalgerino-pas-la-pour-leur-plaire-lyrics,0,0,0,0,0.0,0
https://genius.com/Plune-vibes-lyrics,86,-10,60,0,-1.0586064132052493,176
https://genius.com/Sniper-on-se-ment-lyrics,-4,-4,0,9,-0.0028063894308210102,1
https://genius.com/Maska-hijama-lyrics,-4,-4,0,0,0.0019058319881066765,0
https://genius.com/Lefa-nouveau-maillot-lyrics,4,-6,3,0,-0.1566631411951338,14
https://genius.com/Doudou-masta-controle-lyrics,1,-7,1,1,-0.04098219254312685,15
https://genius.com/Disiz-buzzer-shot-lyrics,-2,-2,0,2,-0.017334676817431838,4
https://genius.com/Boostee-sereinement-duo-acoustique-lyrics,-3,-4,0,3,-0.0114442995798969,0
https://genius.com/Tsr-crew-sans-sommation-pt-1-lyrics,-3,-3,0,0,-0.023733424005438764,1
https://genius.com/Vald-baraccuda-lyrics,-3,-3,0,0,-0.008964630225080317,1
https://genius.com/Djadja-and-dinaz-au-fond-de-la-classe-lyrics,-4,-4,0,0,-0.0032349433512246506,0
https://genius.com/Zkr-59-carats-lyrics,-4,-4,0,1,-0.003377613016167569,0
https://genius.com/Seth-gueko-open-bar-lyrics,-1,-1,0,1,-0.04656919625590383,1
https://genius.com/Beeby-le-saigneur-intro-lyrics,0,0,0,0,1.7763568394002505e-15,0
https://genius.com/Youssoupha-black-out-lyrics,-4,-4,0,0,0.00372805964895484,0
https://genius.com/Gerard-baste-bourrir-lyrics,-4,-4,0,0,-0.0010936132983387914,2
https://genius.com/Kohndo-faut-quje-tienne-lyrics,-2,-2,0,0,-0.014580772441000533,1
https://genius.com/Djadja-and-dinaz-booska-mentale-lyrics,-4,-4,0,0,-0.0033368832090898692,0
https://genius.com/Houari-i-love-mama-lyrics,49,-9,11,0,-0.5718368103305345,105
https://genius.com/Kalash-libere-yo-lyrics,0,0,0,3,0.0,2
https://genius.com/Yl-kurt-cobain-lyrics,-4,-4,0,0,-0.002458246680142384,0
https://genius.com/Furax-barbarossa-flat-line-lyrics,-4,-4,0,0,-0.001812188382642077,0
https://genius.com/Seth-gueko-comment-on-fait-lyrics,98,-7,25,0,-0.8782960428025275,197
https://genius.com/Klub-des-loosers-nouvelle-vague-lyrics,-4,-4,0,0,-0.0015993602558999065,1
https://genius.com/Mac-tyer-heros-lyrics,-1,-4,1,1,-0.026311164975007628,9
https://genius.com/Pso-thug-bienvenue-dans-le-xvii-lyrics,-2,-3,0,0,-0.013875569407817867,4
https://genius.com/Tout-simplement-noir-aimesanzamoor-lyrics,-4,-4,0,0,-0.002253229304932436,1
https://genius.com/Beny-big-dream-lyrics,-4,-4,0,0,-0.0006665116639501534,0
https://genius.com/Hornet-la-frappe-kawasaki-lyrics,-4,-4,0,1,-0.0010277816595039013,0
https://genius.com/Kalash-criminel-tete-brulee-lyrics,14,-3,0,1,-0.12705311789410434,36
https://genius.com/Lartiste-fenomeno-lyrics,29,-3,11,1,-0.5060931605707735,66
https://genius.com/Jul-je-men-fous-de-ta-nana-lyrics,61,-7,12,1,-0.8539768672939401,122
https://genius.com/Butter-bullets-merci-lyrics,-2,-5,0,0,-0.024886926096602924,6
https://genius.com/Krisy-sisyphe-lyrics,-4,-4,0,0,-0.0027341079972682536,0
https://genius.com/Gims-ceci-nest-pas-un-clip-lyrics,0,0,0,0,0.0,0
https://genius.com/Jarod-chaine-alimentaire-lyrics,29,-3,17,3,-0.5272173182009241,58
https://genius.com/Hatik-reparer-ton-cur-lyrics,-4,-4,0,0,-0.0017588271135804412,0
https://genius.com/Rk-prototype-lyrics,-3,-3,0,0,-0.009324230040865356,3
https://genius.com/Demi-portion-lattitude-bonus-lyrics,0,0,0,0,-3.552713678800501e-15,8
https://genius.com/Lalgerino-p-m-lyrics,7,-1,0,5,-0.08841943359122517,13
https://genius.com/Lucio-bukowski-bilboquet-lyrics,-4,-4,0,0,0.0012312086775603248,0
https://genius.com/Akhenaton-mes-soleils-et-mes-lunes-lyrics,-4,-4,0,0,0.0007598498221303984,0
https://genius.com/Ninho-bali-lyrics,7,-3,0,0,-0.06710534357365949,20
https://genius.com/Darryl-zeuja-tous-les-deux-lyrics,-4,-4,0,0,-0.005396955985194296,0
https://genius.com/Youssoupha-gestelude-pt-1-lyrics,0,-4,1,0,-0.0190476190476212,10
https://genius.com/Georgio-svetlana-et-maiakovski-lyrics,-4,-4,0,0,-0.0011136337791746165,0
https://genius.com/Scred-connexion-bonhomme-lyrics,8,-7,3,0,-0.0913788529895454,24
https://genius.com/Casey-fra-parite-lyrics,-4,-4,0,0,0.0002339710932455219,1
https://genius.com/Casey-fra-marie-aux-tours-lyrics,-3,-4,0,0,-0.00905377808032748,1
https://genius.com/Disiz-tristesse-taboue-part-1-lyrics,0,0,0,0,-3.9968028886505635e-15,0
https://genius.com/Dadju-ca-va-bruler-lyrics,1,1,0,1,-0.02532403493941482,0
https://genius.com/Fisto-ceux-qui-marchent-seuls-lyrics,-3,-4,0,0,-0.00832700032569278,1
https://genius.com/Prime-tout-donner-lyrics,2,-7,3,0,-0.04686482754893184,14
https://genius.com/Zamdane-disaster-lyrics,91,-10,31,0,-0.9147421604925645,182
https://genius.com/Hooss-a-la-gustavo-lyrics,-4,-4,0,0,-0.0032415501165465876,0
https://genius.com/Casey-fra-a-la-gloire-de-mon-glaire-lyrics,-3,-4,0,0,-0.007069760467818931,1
https://genius.com/Mister-v-vert-lyrics,-4,-4,0,0,-0.0005224395022294104,5
https://genius.com/Despo-rutti-abraham-schwarzenegger-et-leurs-femmes-de-menage-lyrics,0,0,0,0,4.440892098500626e-15,0
https://genius.com/Disiz-terre-intro-lyrics,0,0,0,0,-4.440892098500626e-15,0
https://genius.com/Maes-10-janvier-lyrics,0,0,0,1,1.7763568394002505e-15,1
https://genius.com/Prince-waly-plan-lyrics,2,-7,5,0,-0.037872378662750616,12
https://genius.com/Canardo-je-suis-trop-haaan-feat-leck-lyrics,-1,-4,0,0,-0.023698300528918637,6
https://genius.com/Hippocampe-fou-le-vertige-de-la-maturite-lyrics,0,0,0,0,-2.6645352591003757e-15,0
https://genius.com/Mike-lucazz-toucher-mes-reves-lyrics,-4,-4,0,0,-0.0005569595577741282,1
https://genius.com/Le-klub-des-7-jai-grandi-dans-ca-lyrics,-3,-4,0,0,-0.0066527217207661415,3
https://genius.com/Rimk-sons-of-anarchy-lyrics,-4,-3,0,0,0.0027770684371803966,5
https://genius.com/The-shin-sekai-ne-me-le-dis-pas-lyrics,2,0,0,0,-0.014086414736557362,4
https://genius.com/Oxmo-puccino-au-dela-des-falaises-lyrics,0,0,0,0,2.6645352591003757e-15,0
https://genius.com/Furax-barbarossa-un-sol-inadapte-lyrics,4,-7,5,0,-0.07168359251031653,16
https://genius.com/Abd-al-malik-3-roses-jaunes-lyrics,-2,-5,0,0,-0.016503370786516758,4
https://genius.com/Don-choa-anesthesie-generale-lyrics,-1,-4,0,0,-0.0292794424189724,6
https://genius.com/Hayce-lemsi-de-lombre-a-la-lumiere-lyrics,-4,-4,0,0,-0.0005889386611457326,1
https://genius.com/Naps-selecta-lyrics,-4,-4,0,0,-0.002777514755548882,8
https://genius.com/Djadja-and-dinaz-800k-lyrics,-3,-4,0,1,-0.03613945578231004,1
https://genius.com/Canardo-planete-bleue-lyrics,0,0,0,0,3.9968028886505635e-15,0
https://genius.com/Neg-marrons-on-veut-lyrics,93,-8,28,18,-0.8144882913213007,189
https://genius.com/Pnl-la-misere-est-si-belle-lyrics,7,-10,4,0,-0.05946415550970796,24
https://genius.com/La-caution-personne-fusible-lyrics,44,-7,3,0,-0.4562351561072733,96
https://genius.com/Sexion-dassaut-freestyle-des-chroniques-du-mois-de-novembre-lyrics,5,-7,0,0,-0.02056021671713326,18
https://genius.com/Rocca-la-bonne-connexion-lyrics,35,-6,2,0,-0.2992265995236867,75
https://genius.com/Sinik-sinik-vs-kizito-au-telephone-lyrics,-3,-4,0,1,-0.00988782494622864,5
https://genius.com/Laylow-tu-veux-deja-me-dire-aurevoir-lyrics,0,0,0,0,3.552713678800501e-15,2
https://genius.com/Odezenne-garnement-lyrics,18,-5,7,0,-0.38947929861991115,43
https://genius.com/Sinik-pardonnez-moi-lyrics,-4,-4,0,0,-0.001557587231102442,0
https://genius.com/Fababy-twerk-lyrics,-4,-4,0,0,-0.00046753462207416163,2
https://genius.com/Triptik-panam-lyrics,-4,-4,0,0,-0.0008005169603531037,33
https://genius.com/Dosseh-la-vie-davant-lyrics,-2,-4,0,12,-0.017313119480304007,3
https://genius.com/Brasco-fra-dune-blessure-a-lautre-lyrics,67,-6,22,0,-0.7707220873786409,134
https://genius.com/Dinos-triste-anniversaire-lyrics,-2,-4,0,0,-0.030571387345788015,4
https://genius.com/Les-sages-poetes-de-la-rue-partout-autour-lyrics,5,-8,1,0,-0.05420226359985625,19
https://genius.com/Manau-lamoureuse-lyrics,-3,-4,0,1,-0.005288179050262798,1
https://genius.com/La-caution-souvent-lyrics,-1,-4,0,0,-0.016163755443258765,5
https://genius.com/Timal-trop-chaud-lyrics,10,-2,0,0,-0.1273860216172369,17
https://genius.com/Medine-enfants-forts-lyrics,-4,-4,0,1,0.0010282247699349156,0
https://genius.com/Hamza-respect-lyrics,-4,-4,0,0,-0.0020712378128568965,0
https://genius.com/Dooz-kawa-pommes-pourries-lyrics,-4,-4,0,0,0.001825938102869351,1
https://genius.com/Mysa-ma-therapie-lyrics,1,-2,0,1,-0.02291827714019057,5
https://genius.com/Leto-guedro-remontee-lyrics,-4,-4,0,0,0.0005407240672541391,2
https://genius.com/Guizmo-10-ans-lyrics,87,-25,59,0,-0.4439633252248165,180
https://genius.com/Stupeflip-the-solution-lyrics,-2,-2,0,0,-0.022041692068492047,4
https://genius.com/Menelik-je-me-souviens-lyrics,-4,-4,0,0,6.836004257504413e-05,0
https://genius.com/Fatal-bazooka-saturday-night-kebab-lyrics,-4,-4,0,0,-0.001044795611853555,1
https://genius.com/Sams-shaka-zulu-freestyle-lyrics,2,-1,0,4,-0.014196831562099277,10
https://genius.com/Sauzer-tu-sert-a-r-lyrics,5,-5,0,0,-0.0485581107938966,28
https://genius.com/Niro-jsais-cque-jai-a-faire-lyrics,7,-3,1,0,-0.06173638471275833,16
https://genius.com/Mmz-zen-lyrics,2,-6,4,0,-0.06837387105428006,12
https://genius.com/S-crew-tu-pourras-me-suivre-lyrics,-4,-4,0,0,-0.0015418275796221792,0
https://genius.com/Stupeflip-sektion-fantome-lyrics,0,0,0,0,1.3322676295501878e-15,0
https://genius.com/Soso-maness-hesses-lyrics,-3,-4,0,-2,-0.010841569332135315,3
https://genius.com/2zer-20-mesures-lyrics,-3,-4,0,0,-0.01639952084878704,4
https://genius.com/Assassin-fra-lombre-du-silence-lyrics,-4,-4,0,0,0.0014650842115608853,1
https://genius.com/Dany-dan-la-ville-lyrics,52,-18,20,2,-0.48856482891664355,111
https://genius.com/Despo-rutti-intro-113-lyrics,2,1,0,0,-0.08725380899294333,0
https://genius.com/Oxmo-puccino-le-complot-lyrics,-4,-4,0,0,0.004754128107416378,0
https://genius.com/Koba-lad-suge-lyrics,-4,-4,0,1,-0.002844485724962098,0
https://genius.com/Booba-freestyle-couvre-feu-oklm-lyrics,10,-6,0,3,-0.017446174292273575,50
https://genius.com/Piloophaz-fleurs-fanees-lyrics,30,1,4,0,-0.42810277726837676,58
https://genius.com/Timal-freestyle-9-lyrics,3,1,0,0,-0.07936076164569439,4
https://genius.com/Ma2x-au-soleil-lyrics,-4,-4,0,0,-0.005134428678121861,2
https://genius.com/Fatal-bazooka-fous-ta-cagoule-lyrics,-2,-3,0,0,-0.012921101849501682,4
https://genius.com/Hippocampe-fou-la-grande-evasion-lyrics,-4,-4,0,0,-0.0014516957862324986,0
https://genius.com/Triptik-bad-asses-lyrics,14,-4,0,0,-0.261526439176869,38
https://genius.com/Dosseh-ete-au-tieks-lyrics,-4,-4,0,0,-0.002927927927930174,2
https://genius.com/Sexion-dassaut-freres-de-rue-lyrics,-2,-3,0,-1,-0.010774398204746571,3
https://genius.com/Keny-arkana-ya-urgence-lyrics,1,-6,0,0,-0.043432971014496946,11
https://genius.com/Ghetto-fabulous-gang-independance-day-lyrics,-2,-4,0,0,-0.06954954954954617,3
https://genius.com/Seth-gueko-barlou-lyrics,-3,-3,0,0,-0.007563954257713057,4
https://genius.com/Rocca-guerreros-version-francaise-lyrics,-3,-3,0,0,-0.014814204868695668,6
https://genius.com/Jul-je-peux-pas-lyrics,-4,-4,0,0,-0.003094490655791482,1
https://genius.com/Black-kent-besoin-de-rien-lyrics,0,0,0,0,-0.03795066413662607,5
https://genius.com/Alonzo-carre-vip-lyrics,18,-6,7,0,-0.15042094027010844,44
https://genius.com/Roce-fra-pour-lhorizon-lyrics,-2,-4,0,0,-0.014086284086284095,6
https://genius.com/Koba-lad-train-de-vie-lyrics,-4,-4,0,1,-0.003542713567838973,0
https://genius.com/Abou-tall-mona-moore-lyrics,-4,-4,0,0,-0.004916493360274998,0
https://genius.com/Nemir-5h-du-mat-lyrics,-4,-4,0,0,-0.0044880785413785595,0
https://genius.com/Tandem-il-pleut-sur-ma-ville-lyrics,4,-2,0,0,-0.08300576547998784,12
https://genius.com/Ninho-violet-lyrics,-4,-4,0,1,-0.0011448624298475707,0
https://genius.com/Kalif-hardcore-au-top-lyrics,-3,-4,0,0,-0.01615007581367811,2
https://genius.com/Orelsan-les-vux-de-raelsan-pour-2012-lyrics,-3,-3,0,2,-0.007123647881431161,2
https://genius.com/Lonepsi-lhomme-au-tablier-lyrics,0,0,0,0,-4.440892098500626e-15,0
https://genius.com/Kaaris-jsuis-perche-lyrics,-2,-3,0,2,-0.02455357142857162,0
https://genius.com/Canardo-bireme-lyrics,-4,-4,0,9,0.0009699107241312177,0
https://genius.com/Oboy-popo-lyrics,2,-6,1,0,-0.06384687522543198,12
https://genius.com/Seth-gueko-mr-lagent-lyrics,87,-9,26,0,-0.8415878813923503,175
https://genius.com/Sauveur-eloheem-teddy-sinclair-lyrics,26,-6,15,0,-0.41117216117216415,58
https://genius.com/Yl-rhalisse-lyrics,-4,-4,0,0,-0.002697279694742871,0
https://genius.com/Swift-guad-tonnerre-lyrics,-1,-4,1,0,-0.016868513165755772,7
https://genius.com/Vald-peche-mignon-lyrics,-2,-5,0,0,-0.018758690729590022,4
https://genius.com/Iam-lempire-du-cote-obscur-lyrics,-4,-4,0,0,0.0007914704343257029,0
https://genius.com/Elams-men-aller-lyrics,-4,-4,0,0,-0.002967590784852092,0
https://genius.com/Iam-a-nos-boots-lyrics,26,-4,1,0,-0.32420114875161365,59
https://genius.com/Leto-juste-une-fois-lyrics,-4,-4,0,0,-0.004609165899493117,0
https://genius.com/Booba-bb-lyrics,-3,-5,1,0,-0.017442373929167143,3
https://genius.com/Maes-nouveau-jouet-lyrics,27,1,9,0,-0.6228491332087409,53
https://genius.com/Youssoupha-pour-faire-un-disque-lyrics,-3,-4,1,1,-0.011889805494587069,1
https://genius.com/A2h-yacht-music-lyrics,0,0,0,0,-3.9968028886505635e-15,0
https://genius.com/Plk-freestyle-tmgvb-lyrics,-1,-1,0,0,-0.05502585649644187,4
https://genius.com/X-men-jattaque-du-mike-version-lp-lyrics,2,-5,0,1,-0.04157961982230152,13
https://genius.com/Unite-2-feu-gonfle-a-bloc-lyrics,3,-4,0,0,-0.05513306089902725,20
https://genius.com/Dibson-vespa-lyrics,19,0,10,0,-0.2454385964912249,46
https://genius.com/Alpha-520-laisse-mon-flingue-parler-lyrics,-4,-4,0,0,-0.0017469596183556924,0
https://genius.com/Sultan-eternel-challenger-lyrics,-3,-3,0,0,-0.00780379041248791,0
https://genius.com/Hornet-la-frappe-charcleur-lyrics,-4,-4,0,0,-0.004029016545025854,0
https://genius.com/Davodka-sama-lyrics,-1,-5,1,0,-0.020281018956517904,6
https://genius.com/Pso-thug-constamment-lyrics,3,-8,2,0,-0.07283184175871327,15
https://genius.com/Hatik-chaise-pliante-pt-5-lyrics,6,-7,4,1,-0.14692849568247723,20
https://genius.com/Gerard-baste-lunettes-zizi-lyrics,3,-6,3,-1,-0.062077776392865935,12
https://genius.com/Grems-airmax-lyrics,-4,-3,0,0,0.0005994005994018892,0
https://genius.com/Le-klub-des-7-lappel-feat-jonathan-lambert-lyrics,-4,-4,0,0,0.0007226221640515007,2
https://genius.com/Rimk-famille-nombreuse-lyrics,-2,-2,0,0,-0.023356690023356386,3
https://genius.com/Hayce-lemsi-santana-lyrics,2,-6,4,0,-0.08066298342541467,13
https://genius.com/La-boussole-le-son-des-miskines-lyrics,-4,-4,0,0,0.000669405142253332,2
https://genius.com/Bolemvn-dis-moi-tout-lyrics,21,-4,11,1,-0.26509554140127056,50
https://genius.com/Luidji-plus-haut-lyrics,0,0,0,0,0.0,0
https://genius.com/Ledos-freestyle-3-lyrics,2,1,0,1,-0.05170940170940641,0
https://genius.com/Djadja-and-dinaz-freestyle-spleen-1-lyrics,-4,-4,0,0,-0.0042238960271712145,1
https://genius.com/Hippocampe-fou-qui-aime-bien-chatie-bien-lyrics,-4,-4,0,0,0.001907703488369883,1
https://genius.com/Demi-portion-mon-dico-vol5-lyrics,-4,-4,0,0,-0.0007546616076359314,0
https://genius.com/Da-uzi-le-dire-lyrics,0,-2,0,0,-0.029197080291973432,2
https://genius.com/Niro-taulier-lyrics,-4,-4,0,0,0.0004926229710120467,0
https://genius.com/Dtf-dans-le-noir-lyrics,-4,-4,0,0,-0.0028836770720301885,0
https://genius.com/Ledos-a-lamende-lyrics,0,-4,0,0,-0.050000000000000266,8
https://genius.com/Klub-des-loosers-peut-etre-un-verre-lyrics,0,0,0,0,-3.1086244689504383e-15,0
https://genius.com/Jorrdee-rp-tony-snow-lyrics,4,1,0,0,-0.06484557250513623,3
https://genius.com/Booba-prt-lyrics,-3,-5,0,0,-0.014051210335296549,8
https://genius.com/Josman-mon-ame-lyrics,-4,-4,0,0,-0.0016611064195082292,2
https://genius.com/Casseurs-flowters-20h13-la-nouvelle-paire-lyrics,-4,-4,0,-3,0.0002851779567167867,4
https://genius.com/Vins-outrage-iv-lyrics,53,-17,33,1,-0.5023701725872609,116
https://genius.com/Hatik-la-lune-lyrics,-4,-4,0,0,-0.003397027600849256,0
https://genius.com/Mhd-jungle-lyrics,-4,-4,0,2,-0.0010329201652692355,2
https://genius.com/Sofiane-bakhaw-lyrics,-3,-3,0,-1,-0.011195153383838807,0
https://genius.com/Sneazzy-freestyle-de-sneazzy-avec-doums-spri-noir-3010-alpha-wann-dans-planete-rap-lyrics,-1,-5,0,0,-0.00895770517533201,8
https://genius.com/Jul-buakaw-lyrics,105,-14,43,0,-0.8455541981889163,199
https://genius.com/Luv-resval-souvenir-lyrics,-1,-3,0,2,-0.028340972888464933,6
https://genius.com/Jack-uzi-uzi-drill-5-lyrics,-4,-4,0,2,-0.005431535495082684,0
https://genius.com/Dry-vieux-pere-lyrics,62,-1,23,0,-0.7052031788873934,127
https://genius.com/Axiom-la-tour-des-miracles-lyrics,-4,-4,0,2,0.00025061609790899553,0
https://genius.com/Canardo-ensemble-lyrics,3,-4,0,0,-0.05306146712638338,2
https://genius.com/Senamo-face-a-ma-feuille-lyrics,-2,-4,0,0,-0.0156379209498394,6
https://genius.com/Sefyu-3eme-guerre-lyrics,-4,-4,0,0,0.0024026611543579435,1
https://genius.com/Dinos-booska-taciturne-lyrics,-3,-3,0,0,-0.008810495319603096,1
https://genius.com/Lonepsi-ma-derniere-chanson-triste-lyrics,53,-4,18,0,-0.5141036581896792,114
https://genius.com/Green-money-boss-lyrics,20,-3,0,2,-0.35169264941795975,35
https://genius.com/Rochdi-exorcisme-babylonien-lyrics,0,0,0,0,2.6645352591003757e-15,0
https://genius.com/Therapie-taxi-superstar-live-lyrics,-3,-4,0,0,-0.010492508884622165,4
https://genius.com/So-la-lune-deconnecte-lyrics,-4,-4,0,1,-0.0017792081215648459,0
https://genius.com/Iam-fruits-de-la-rage-lyrics,-3,-3,0,0,-0.006761662733707041,1
https://genius.com/Lefa-fil-bleu-lyrics,-4,-4,0,0,-0.0007755165348242166,4
https://genius.com/Sofiane-intro-reveillez-vous-lyrics,-3,-3,0,0,-0.014350667803356032,3
https://genius.com/La-brigade-ghetto-hall-stars-lyrics,94,-19,18,0,-0.5245069272574208,195
https://genius.com/Nelick-kendall-jenner-lyrics,74,-8,26,0,-0.9634744239254758,153
