url,lyrics_ok,lyrics_exact,d_n_words,d_n_unique,d_n_je,d_n_lines,d_mwl
https://genius.com/Teki-latex-truman-show-lyrics,True,False,-36,-20,0,-4,-0.06305951795376252
https://genius.com/Ste-strausz-toutes-ces-femmes-lyrics,True,False,-195,-47,2,-28,-0.5444628555647659
https://genius.com/Alliance-ethnik-lunion-du-son-lyrics,True,False,-462,-100,-4,-43,0.34639273769708634
https://genius.com/Youv-dee-sadboy-lyrics,True,False,-442,-77,-23,-37,0.27270381836945745
https://genius.com/Sadek-entree-intro-lyrics,True,False,-18,-5,0,-1,-0.01765172836833173
https://genius.com/Still-fresh-ralentis-lyrics,True,False,-127,-28,-6,-11,0.03594521420608743
https://genius.com/Scylla-mes-choix-lyrics,True,False,-486,-162,-34,-45,0.013865721434525469
https://genius.com/Sneazzy-mon-pere-cest-ma-mere-lyrics,True,False,-286,-62,-9,-16,0.018152828783142727
https://genius.com/Spider-zed-joyeuses-fetes-lyrics,True,False,24,-2,10,0,-0.7320601851851825
https://genius.com/Rockin-squat-ils-ne-veulent-pas-aimer-lyrics,True,False,-286,-88,-2,-26,0.09440559440559149
https://genius.com/Lomepal-plus-de-larmes-maquette-mai-2018-lyrics,True,False,-416,-126,-35,-28,0.02040998217468415
https://genius.com/Niro-je-pense-lyrics,True,True,0,0,0,0,-3.552713678800501e-15
https://genius.com/Grems-spraycan-lyrics,True,False,-243,-64,-26,-19,0.045577333197925896
https://genius.com/Siboy-kiubb-2-lyrics,True,False,-60,-14,0,-10,0.02511277005460677
https://genius.com/Salif-viens-dans-mon-monde-lyrics,True,True,1,0,0,0,-0.028441036874770287
https://genius.com/Youv-dee-bendo-lyrics,True,False,-324,-88,14,-29,-0.5355039599268916
https://genius.com/So-la-lune-laverse-lyrics,True,False,-22,-8,0,-3,-0.004498676859745032
https://genius.com/Mafia-k1-fry-elle-lyrics,True,False,-520,-162,-20,-41,0.05897966767532026
https://genius.com/Maes-local-lyrics,True,False,-125,-4,-14,-6,0.0134433010492363
https://genius.com/Faf-larage-naze-lyrics,True,False,-405,-165,-1,-37,-0.08131696159865509
https://genius.com/La-fouine-cherche-la-monnaie-lyrics,False,False,-566,-148,-23,-48,0.03280763601130143
https://genius.com/Georgio-jme-couche-lyrics,True,False,-103,-4,-16,-8,0.19850051897983745
https://genius.com/Iam-ou-sont-les-roses-intro-lyrics,True,True,0,0,0,0,2.6645352591003757e-15
https://genius.com/Le-rat-luciano-rien-nest-garanti-lyrics,True,False,-706,-178,-12,-85,0.1451375856377326
https://genius.com/Meryl-bend-ova-lyrics,True,False,-240,-45,-18,-25,0.13392494241972486
https://genius.com/Beendo-z-la-piece-lyrics,True,False,-354,-117,6,-47,-0.4363887267130169
https://genius.com/Lorenzo-comme-dhab-2-4-lyrics,True,True,0,0,0,0,-1.3322676295501878e-15
https://genius.com/Rounhaa-h-lyrics,True,False,-73,-4,-7,-4,-0.02569537408895073
https://genius.com/Denzo-trop-de-reufre-lyrics,True,False,-131,-15,-1,-24,-0.46428859819121016
https://genius.com/Jul-la-vie-est-faite-comme-ca-lyrics,True,False,-515,-88,-39,-63,0.05424505823373371
https://genius.com/Moona-il-me-dit-lyrics,True,False,-85,-18,-6,-9,0.022248809917777557
https://genius.com/Cuizinier-elle-a-lyrics,True,False,-339,-91,-7,-49,0.019539662155491744
https://genius.com/Mystik-lueur-despoir-lyrics,True,False,-330,-132,-1,-38,-0.027336300063568686
https://genius.com/Bolemvn-ca-canarde-lyrics,True,False,-425,-104,-13,-34,-0.1642471254405704
https://genius.com/Dosseh-solo-lyrics,True,False,-65,-5,0,-6,-0.01392507357553141
https://genius.com/Ixzo-sors-de-ton-blok-hors-serie-volume-1-lyrics,True,False,-447,-77,-7,-32,-0.018948781495251144
https://genius.com/Jul-toute-la-nuit-lyrics,True,True,0,0,0,0,-3.9968028886505635e-15
https://genius.com/Josman-interdit-interlude-lyrics,True,False,-12,-5,0,-1,-0.0007804695304693965
https://genius.com/Franglish-jme-rappelle-delle-lyrics,True,False,-479,-87,-37,-78,-0.060589923375043764
https://genius.com/Kabal-hostile-lyrics,True,False,-200,-86,-3,-25,0.269325553382183
https://genius.com/Lacrim-intro-liberte-provisoire-lyrics,True,False,33,-16,7,-4,-0.47418889023253863
https://genius.com/Hornet-la-frappe-machiavelique-lyrics,True,False,-244,-49,-15,-28,-0.018145826459912584
https://genius.com/Jorrdee-ki-lyrics,True,True,3,0,0,0,-0.049789621318377275
https://genius.com/Disiz-lassocie-du-diable-lyrics,True,False,-79,-30,-6,-6,-0.020368299176135363
https://genius.com/Gerard-baste-badaboum-lyrics,True,False,-338,-125,-11,-40,0.017763572900458602
https://genius.com/Ninho-mec-de-tess-lyrics,True,False,-690,-196,-13,-77,-0.07889496102475757
https://genius.com/Jul-quest-ce-que-tu-me-dis-lyrics,True,False,-223,-46,-9,-24,-0.014889867841409554
https://genius.com/Dadju-on-veut-pas-savoir-lyrics,True,True,0,0,0,1,0.0
https://genius.com/4keus-focus-lyrics,True,False,-190,-41,-4,-22,-0.14400017253277841
https://genius.com/Lefa-jaurais-pu-lyrics,True,False,-304,-73,-27,-22,0.08035527690699862
https://genius.com/Ol-kainry-materazzi-lyrics,True,False,-476,-122,-14,-43,-0.12204306596829717
https://genius.com/Booba-futur-20-livret-annotated,True,True,0,0,0,0,2.6645352591003757e-15
https://genius.com/Mrc-personne-peut-marreter-lyrics,True,False,-293,-72,-8,-35,0.01922797060322079
https://genius.com/Kacem-wapalek-marie-jeanne-lyrics,True,False,-54,-5,-2,-1,0.04900958279770862
https://genius.com/Bisso-na-bisso-champions-lyrics,True,False,-225,-79,0,-37,0.03525601857509386
https://genius.com/Rounhaa-evidemment-lyrics,True,False,-318,-73,-24,-28,0.02810293571162692
https://genius.com/Grand-corps-malade-midi-20-lyrics,True,False,-205,-91,6,-20,-0.37244456840050244
https://genius.com/Mac-tyer-freestyle-untouchable-8-lyrics,True,False,-533,-159,-13,-48,0.12756740455775217
https://genius.com/Supreme-ntm-popopop-lyrics,True,False,-283,-121,-4,-36,-0.21394442223110843
https://genius.com/Hayce-lemsi-xv-barbare-lyrics,True,False,-321,-150,-15,-27,0.0476408367007326
https://genius.com/Dinos-rue-de-sevres-lyrics,True,False,-84,-5,-3,-8,-0.04451510333862885
https://genius.com/Zamdane-deadstar-lyrics,True,False,-273,-71,-28,-30,-0.058259140807327636
https://genius.com/Hatik-mittwoch-lyrics,True,False,-340,-77,-28,-37,0.34430547189644756
https://genius.com/113-au-summum-lyrics,True,False,-343,-124,-2,-33,-0.03493740219092434
https://genius.com/Gradur-og-lyrics,False,False,-4,-4,0,0,-0.0018614430523813397
https://genius.com/Hamza-pardonne-moi-lyrics,True,False,-197,-58,-10,-25,-0.011251758087205577
https://genius.com/Elh-kmer-fila-lyrics,True,False,-335,-66,-10,-19,-0.06510624611835603
https://genius.com/Zikxo-surprise-lyrics,True,False,-396,-107,-16,-37,0.039546997416904706
https://genius.com/Joe-lucazz-sans-pression-lyrics,True,False,-344,-117,-25,-27,0.07933591231463177
https://genius.com/Set-match-tout-sachete-lyrics,True,False,-208,-84,-8,-21,0.32816574218935557
https://genius.com/Fababy-amina-lyrics,True,False,-214,-65,-5,-16,-0.007864038616246294
https://genius.com/Jnr-slice-hermes-lyrics,True,False,-110,-4,-5,-11,0.03360957642725326
https://genius.com/Ol-kainry-boug-deter-lyrics,True,False,-197,-130,9,-24,-0.7353857244521707
https://genius.com/Lord-esperanza-quun-homme-lyrics,True,False,-223,-58,-22,-26,0.01582580321285354
https://genius.com/Jokair-ce-soir-je-sors-lyrics,True,False,-313,-75,-24,-35,-0.09625104186986988
https://genius.com/Oxmo-puccino-intro-la-reconciliation-lyrics,True,True,0,0,0,0,-3.552713678800501e-15
https://genius.com/Mz-357-lyrics,True,False,-646,-154,-45,-70,0.17086193745232814
https://genius.com/Nelick-distance-lyrics,True,False,-144,-4,-12,-20,-0.03177083333332975
https://genius.com/Tsew-the-kid-3-fitia-lyrics,True,False,-24,-4,-2,-2,0.08274826010975644
https://genius.com/Aladin-135-ma-conscience-4-lyrics,True,True,2,0,0,0,-0.01569572179630807
https://genius.com/Elams-sortez-les-bouteilles-lyrics,True,False,-715,-217,-47,-110,0.07178170144462559
https://genius.com/Bekar-septieme-jour-lyrics,True,False,-223,-89,5,-42,-0.8540780613149024
https://genius.com/Retro-x-ocean-12-lyrics,True,False,-120,-4,-12,-12,0.014473433631687627
https://genius.com/Hooss-bnda-lyrics,True,False,-17,-8,17,-12,-0.7980302666346382
https://genius.com/Maska-hijama-lyrics,True,False,-67,-4,0,-4,-0.04546076837512114
https://genius.com/Retro-x-ultradigi-lyrics,True,False,-72,-4,0,-10,-0.04710337496677841
https://genius.com/Gradur-flex-lyrics,True,False,-247,-97,-18,-17,0.10993299775525545
https://genius.com/Eddy-de-pretto-heureux-lyrics,True,False,-181,-51,-10,-17,0.013903665731691994
https://genius.com/Alkpote-alk2000-lyrics,True,False,-359,-142,-31,-41,-0.21000747300971145
https://genius.com/Sultan-jusqua-ce-quelle-maime-lyrics,True,False,-111,-21,-1,-12,-0.42747830839652545
https://genius.com/Younes-quel-bail-lyrics,True,False,-373,-89,10,-36,-0.717990329480108
https://genius.com/Dtf-comme-tu-veux-lyrics,True,False,-290,-86,-22,-33,0.02819274596998289
https://genius.com/Hatik-lamour-du-vide-lyrics,True,False,-244,-59,-20,-24,0.055668797677507875
https://genius.com/Jokair-daddy-lyrics,True,False,-182,-33,-6,-32,-0.3643984220907246
https://genius.com/Zinee-enfant-roi-lyrics,True,False,-215,-66,-14,-21,0.0590386624869339
https://genius.com/Scred-connexion-differents-lyrics,True,False,-602,-162,-39,-65,-0.076950567122819
https://genius.com/Stupeflip-une-bonne-correction-lyrics,True,False,-3,-3,0,0,-0.04059016393442638
https://genius.com/Doums-electron-libre-lyrics,True,False,-496,-80,-6,-36,0.24167261512306348
https://genius.com/Kamelancien-du-bled-a-la-france-lyrics,True,False,-434,-192,-3,-42,-0.2644640661056572
https://genius.com/Sdm-radio-lyrics,True,False,-344,-37,-37,-24,0.2152912307890973
https://genius.com/Nekfeu-martin-eden-lyrics,False,False,-552,-142,-31,-51,0.13252864707536727
https://genius.com/Oldpee-tout-dabord-lyrics,True,False,-336,-39,-8,-23,-0.009170010369232262
https://genius.com/Lefa-batman-lyrics,True,True,0,0,0,0,3.9968028886505635e-15
https://genius.com/Iam-sale-argot-lyrics,True,False,-281,-183,0,-34,-0.6495781204538833
https://genius.com/La-fouine-barillet-lyrics,True,False,-30,-11,12,-11,-0.8789283192090425
https://genius.com/Fababy-femme-qui-se-donne-lyrics,True,False,-234,-64,-2,-28,0.023655913978496645
https://genius.com/Gael-faye-respire-lyrics,True,False,-137,-53,0,-24,-0.4211717631940193
https://genius.com/Naps-nairobi-lyrics,True,False,-232,-60,-8,-32,0.11846423937104023
https://genius.com/Zkr-ferragamo-lyrics,True,False,-482,-90,-27,-48,0.047850497488992616
https://genius.com/Booba-vue-sur-la-mer-lyrics,True,False,-183,-99,-9,-21,-0.09282407407407733
https://genius.com/La-rumeur-ils-nous-aiment-comme-le-feu-lyrics,True,False,-302,-113,-3,-25,0.09322742474916001
https://genius.com/Dosseh-scarla-lyrics,False,False,-273,-74,-30,-24,-0.003330603330598869
https://genius.com/Rohff-bling-bling-lyrics,True,False,-353,-136,-3,-31,0.10175720274729949
https://genius.com/Casseurs-flowters-20h08-dans-la-place-pour-etre-lyrics,True,False,-308,-161,-16,-33,-0.09186461082557873
https://genius.com/Heuss-lenfoire-skch-lyrics,True,False,-200,-99,-10,-19,-0.28343318175620924
https://genius.com/Kery-james-combien-lyrics,True,False,-265,-108,-11,-31,0.2942741469057264
https://genius.com/Kacem-wapalek-les-oiseaux-lyrics,True,False,-190,-82,-2,-23,0.10471870772658676
https://genius.com/Ol-kainry-pourquoi-tu-flippes-lyrics,True,False,-561,-205,-8,-84,-0.44308173610011004
https://genius.com/Unite-2-feu-comment-leur-dire-lyrics,True,False,-678,-159,-14,-60,0.06360564500098986
https://genius.com/Hayce-lemsi-intro-electron-libre-3-lyrics,True,False,-222,-76,-4,-20,0.1603466026081004
https://genius.com/404billy-jfais-le-bilan-calmement-lyrics,True,False,-9,-6,0,-1,0.0023822068342584934
https://genius.com/Lefa-garantie-lyrics,True,True,0,0,0,0,4.884981308350689e-15
https://genius.com/Youssoupha-houston-intro-lyrics,True,True,0,0,0,0,-4.440892098500626e-15
https://genius.com/Benash-rumba-lyrics,True,False,-164,-62,-9,-16,-0.4368883625257136
https://genius.com/Ninho-lvmh-remix-lyrics,True,True,39,-1,9,0,-0.599493115301708
https://genius.com/A2h-brule-lyrics,True,False,-50,-5,-1,-8,-0.027198372011111527
https://genius.com/Prime-stupefait-lyrics,True,True,1,0,0,0,-0.018685529030359582
https://genius.com/Seth-gueko-shalom-salam-salut-lyrics,True,False,-179,-54,-8,-17,0.055727612644939306
https://genius.com/Naps-vovo-lyrics,True,False,-241,-9,-12,-18,0.011483648364832177
https://genius.com/Disiz-la-vie-dartiste-lyrics,True,False,-12,-3,1,-2,-0.0167302368894382
https://genius.com/Mac-tyer-palette-lyrics,True,False,-502,-84,-21,-52,-0.26950240770465683
https://genius.com/Mc-solaar-ca-me-hante-lyrics,True,False,-846,-335,-37,-84,-0.2897494631352937
https://genius.com/Gims-ta-gueule-respecte-mon-art-lyrics,True,False,-400,-108,-4,-38,-0.06047540077390634
https://genius.com/Octobre-rouge-air-guinee-lyrics,True,False,-427,-159,-10,-41,0.026460057347454935
https://genius.com/Dadju-tu-nes-pas-moi-lyrics,True,False,-256,-36,-18,-31,-0.10415864294211552
https://genius.com/La-feve-lappel-lyrics,True,False,-294,-49,-30,-39,-0.09239130434782616
https://genius.com/Lucio-bukowski-et-le-prestidigitateur-ivre-manqua-son-tour-lyrics,True,False,-362,-93,-3,-29,0.14612762167568416
https://genius.com/Swift-guad-nono-lyrics,True,False,-426,-144,-10,-48,-0.14127380504420595
https://genius.com/Chilla-je-viens-de-nulle-part-lyrics,True,False,-202,-54,-22,-27,0.04884223066041171
https://genius.com/Mafia-trece-champion-lyrics,True,False,-236,-88,-4,-21,-0.019650687476772344
https://genius.com/Lucio-bukowski-pates-au-beurre-lyrics,True,False,-229,-114,-8,-24,0.14187070915512834
https://genius.com/Vald-bareme-lyrics,True,False,-439,-136,3,-46,-0.3739390248544092
https://genius.com/Kerchak-calme-lyrics,True,False,-473,-72,-20,-29,-0.14227590591226935
https://genius.com/Dtf-maria-lyrics,True,False,-318,-68,-20,-44,-0.16805986036755316
https://genius.com/Scylla-jreclame-lyrics,True,False,-407,-125,-35,-32,0.15400002207212937
https://genius.com/Scylla-le-chant-des-baleines-lyrics,True,False,-223,-85,-5,-27,-0.07687338501292018
https://genius.com/Hatik-tvrf-lyrics,True,False,-231,-48,-15,-20,-0.026602453847034635
https://genius.com/Sopico-press-play-lyrics,True,False,-457,-109,-30,-52,0.049058896889733195
https://genius.com/Sneazzy-paie-le-prix-lyrics,True,False,-198,-62,-10,-13,-0.09472636815920721
https://genius.com/Gambi-vivre-lyrics,True,False,-37,-6,-2,-7,-0.0431588425490137
https://genius.com/Gambi-jetski-lyrics,True,False,-166,-34,-7,-16,0.047719406994167546
https://genius.com/Disiz-jolies-planetes-lyrics,True,False,-229,-75,-10,-30,-0.17109938434476613
https://genius.com/Stupeflip-1993-lyrics,True,False,-299,-126,-13,-30,0.11775708568161125
https://genius.com/Hippocampe-fou-pubis-ennemi-lyrics,True,False,-8,-6,0,-1,-0.004308656482574058
https://genius.com/Lartiste-illegal-lyrics,True,False,-209,-67,-8,-22,0.09227717932810808
https://genius.com/Ol-kainry-devant-le-boss-des-boss-lyrics,True,False,-321,-65,-4,-32,-0.03644553335845924
https://genius.com/Sofiane-normal-natural-lyrics,True,False,-307,-140,-2,-36,-0.3046123960218523
https://genius.com/Dinos-no-love-interlude-lyrics,True,True,2,1,1,0,-0.1253317003470089
https://genius.com/Disiz-passage-secret-soma-lyrics,True,False,-242,-63,-8,-30,-0.12295756435875926
https://genius.com/Dtf-ouais-lyrics,True,False,-532,-137,-52,-58,-0.1835909118607968
https://genius.com/Ofx-france-lyrics,True,False,-522,-119,-18,-56,-0.0508835633018645
https://genius.com/Sofiane-jte-raconte-pas-lyrics,True,False,-505,-126,-50,-36,-0.0024478060405113133
https://genius.com/Josman-larmes-de-sel-intro-lyrics,True,False,-1,-2,1,1,-0.044545392907993975
https://genius.com/Niro-ambition-lyrics,True,False,-256,-152,8,-29,-0.6408583442076239
https://genius.com/Isk-nourrice-lyrics,True,False,-391,-58,-17,-31,-0.15595704379093078
https://genius.com/Jack-uzi-ni-dieu-ni-maitre-lyrics,True,False,-97,-25,-6,-14,-0.09074188266814343
https://genius.com/Cabadzi-perdu-lyrics,True,False,-222,-81,-8,-33,-0.22252003713243385
https://genius.com/Fatal-bazooka-crepes-au-froment-lyrics,True,False,-848,-345,-8,-87,-0.06541227217068624
https://genius.com/Kohndo-le-train-des-souvenirs-lyrics,True,True,0,0,0,3,-4.440892098500626e-16
https://genius.com/Hyacinthe-depuis-lannee-derniere-lyrics,True,True,0,0,0,0,2.6645352591003757e-15
https://genius.com/The-shin-sekai-intro-lyrics,True,False,-108,-51,-7,-8,-0.02756710625896197
https://genius.com/Jarod-la-meme-lyrics,True,False,-154,-4,-12,-12,-0.021927978676332227
https://genius.com/Beny-getafe-lyrics,True,False,-38,-4,0,-3,-0.028289352656218014
https://genius.com/Plk-high-lyrics,True,False,-256,-65,-36,-25,0.3118756371049942
https://genius.com/Nysay-ma-jeunesse-lyrics,True,False,-421,-125,-1,-43,0.0905988037266785
https://genius.com/Mac-tyer-fais-le-beau-lyrics,True,False,-625,-171,-22,-55,0.0742390497401666
https://genius.com/Jul-je-calcule-personne-lyrics,True,False,-1,-12,13,-8,-0.4599132135435746
https://genius.com/Doc-gyneco-armagedon-lyrics,True,False,-150,-51,-15,-19,-0.0629270046745738
https://genius.com/Keblack-evade-lyrics,True,False,-233,-43,-21,-26,0.007074575173518394
https://genius.com/Stupeflip-tellement-bon-lyrics,True,False,-235,-31,-17,-28,-0.05784905660377371
https://genius.com/Oxmo-puccino-10000-lyrics,True,False,-289,-90,-1,-28,0.03711912911733162
https://genius.com/Mc-solaar-pili-pili-lyrics,True,False,-39,-4,0,-3,0.025026325026323626
https://genius.com/Jul-jai-le-boubou-lyrics,True,False,-483,-56,-69,-41,-0.03843430087670674
https://genius.com/Dosseh-tu-connais-nos-codes-lyrics,True,False,-402,-135,-8,-33,-0.02340096867666519
https://genius.com/Rimk-parloir-fantome-lyrics,True,False,-492,-179,-6,-49,-0.06677539933871568
https://genius.com/Lartiste-soleil-lyrics,True,False,-199,-18,-19,-28,-0.13495575221238987
https://genius.com/Piloophaz-absence-lyrics,True,False,-342,-177,-15,-29,-0.05829423630470831
https://genius.com/Jul-finito-lyrics,True,False,-1639,-510,-95,-125,-0.0756687516182204
https://genius.com/Alonzo-physio-lyrics,True,False,0,-2,0,0,-0.04962779156327635
https://genius.com/Nelick-merci-chance-lyrics,True,True,0,0,0,1,-1.3322676295501878e-15
https://genius.com/Elams-poto-lyrics,True,False,-272,-83,-8,-31,0.18291604169070164
https://genius.com/Koba-lad-pas-de-reine-lyrics,True,False,-425,-85,-18,-27,-0.0814746543778786
https://genius.com/Rochdi-une-ombre-dans-la-ville-lyrics,True,True,3,2,0,0,-0.08986555546819508
https://genius.com/Black-kent-how-to-love-interlude-lyrics,True,True,0,0,0,0,-3.9968028886505635e-15
https://genius.com/Don-choa-dr-hannibal-lyrics,True,False,-411,-166,-20,-48,0.0753740315255107
https://genius.com/Canardo-je-la-detaime-lyrics,True,False,-403,-76,-29,-40,-0.03561129286320286
https://genius.com/Sinik-street-live-lyrics,True,False,-528,-235,-3,-45,-0.3090046436503111
https://genius.com/Niaks-du-sale-lyrics,True,False,-607,-142,-34,-45,0.03877900581038762
https://genius.com/Sadek-sport-de-riche-lyrics,True,False,-367,-124,-9,-24,-0.013478400587612516
https://genius.com/A2h-parler-de-moi-lyrics,False,False,404,163,27,43,-2.412121212121215
https://genius.com/Chilla-tant-pis-lyrics,True,False,-208,-78,17,-38,-0.7221630103324723
https://genius.com/Taipan-pan-lyrics,True,True,30,0,0,2,-0.23961707219785033
https://genius.com/Nekfeu-les-parisiennes-lyrics,True,False,-3,-3,0,0,-0.018520566121187798
https://genius.com/Neg-marrons-ma-playlist-lyrics,True,False,-267,-78,-18,-32,-0.08845945146014644
https://genius.com/Luv-resval-pull-up-lyrics,True,False,-446,-115,-8,-30,0.3087343690791968
https://genius.com/Bigflo-and-oli-il-est-ou-ton-frere-lyrics,True,False,-543,-163,-20,-48,-0.033538126013991754
https://genius.com/Lefa-fil-rouge-lyrics,True,False,-126,-5,-5,-8,0.0582310655260434
https://genius.com/Mc-solaar-jane-et-tarzan-lyrics,True,False,-195,-57,0,-25,-0.028227848101270325
https://genius.com/Spoke-orkestra-a-gogo-lyrics,True,False,-136,-41,-1,-25,-0.10367079234105248
https://genius.com/Maes-etoile-lyrics,True,False,-181,-4,-12,-13,0.18222719827496547
https://genius.com/Keny-arkana-tout-est-faux-lyrics,True,False,-3,-4,0,0,-0.006970324361624591
https://genius.com/Vald-primitif-lyrics,True,False,-33,-5,-4,-4,-0.07155456101092739
https://genius.com/Furax-barbarossa-le-poids-du-mal-lyrics,False,False,0,0,0,0,-8.881784197001252e-16
https://genius.com/Disiz-prelude-a-la-rebellion-des-coeurs-lyrics,True,False,-213,-86,-10,-14,-0.019087643944161403
https://genius.com/Sinik-brises-lyrics,True,False,-323,-90,-11,-34,-0.06755213537678806
https://genius.com/Da-uzi-marco-lyrics,True,False,-406,-105,-35,-24,-0.1007338761517027
https://genius.com/Rocca-garcon-lyrics,True,False,-289,-124,-4,-32,-0.43607994842037634
https://genius.com/La-fouine-twerk-lyrics,True,False,-88,-13,-8,-12,-0.05636304909560286
https://genius.com/Jeanjass-truman-show-lyrics,True,False,-217,-86,-16,-17,-0.08256556986170516
https://genius.com/Casseurs-flowters-01h14-couplet-de-claude-interlude-lyrics,True,False,-4,-4,0,4,-0.0036534271828392306
https://genius.com/Sefyu-lennemi-lyrics,True,False,-564,-149,-9,-53,0.060701153187148194
https://genius.com/Vins-bonus-freestyle-kakashi-saison-1-lyrics,True,True,0,0,0,0,2.220446049250313e-15
https://genius.com/Manau-lavenir-est-un-long-passe-lyrics,True,False,-234,-78,-11,-25,0.06322669477119502
https://genius.com/Lefa-tu-vas-prendre-leau-lyrics,True,False,-540,-130,-13,-50,0.041027874564462774
https://genius.com/Sexion-dassaut-bbox-lyrics,False,False,-211,-91,-4,-16,-0.06342965602726824
https://genius.com/Jokair-sur-la-file-de-gauche-lyrics,True,False,-449,-151,-28,-39,-0.3678591939461504
https://genius.com/F430-beni-lyrics,True,False,-89,-10,-1,-8,0.007847297891457217
https://genius.com/Glk-le-bendo-lyrics,True,False,-249,-94,-1,-21,-0.24672374628690807
https://genius.com/Kamikaz-abysse-lyrics,True,False,-466,-115,-11,-48,-0.15471175609107002
https://genius.com/Pnl-jsuis-qlf-lyrics,False,False,-200,-87,-26,-22,0.007827125189787232
https://genius.com/La-fouine-de-lor-lyrics,True,False,-319,-71,-6,-31,-0.04986677597868372
https://genius.com/Serane-ciel-lyrics,True,False,-125,-6,-9,-9,-0.03733333333333011
https://genius.com/Black-m-pour-oublier-lyrics,False,False,-429,-141,-33,-49,-0.0515058926233074
https://genius.com/Da-uzi-47-comme-le-ak-lyrics,True,False,-215,-64,-11,-21,-0.12398402411922937
https://genius.com/404billy-404-freestyle-lyrics,True,False,-301,-141,-19,-22,-0.11819145859442326
https://genius.com/Tito-prince-bad-initiation-lyrics,True,True,0,0,0,0,2.6645352591003757e-15
https://genius.com/Lucio-bukowski-le-bateleur-lyrics,True,False,-2,-3,0,0,-0.026512550251161393
https://genius.com/Jarod-d-lyrics,True,False,-249,-68,-12,-21,0.007021221890392226
https://genius.com/Meryl-jfokpa-lyrics,True,False,-265,-37,-23,-27,0.18735632183908013
https://genius.com/Rounhaa-celine-lyrics,True,False,-282,-90,-33,-33,-0.15776892430279021
https://genius.com/Mokobe-mes-sentiments-lyrics,True,False,-349,-89,-28,-43,-0.1112475565134563
https://genius.com/Sams-never-loose-only-learn-lyrics,True,False,-490,-134,-12,-56,0.13752517458739977
https://genius.com/Kik-ce-soir-lyrics,True,False,-322,-50,-29,-27,0.08794398907103362
https://genius.com/Naps-malade-lyrics,True,False,-417,-83,-11,-62,-0.021141168447378345
https://genius.com/La-rumeur-encore-plus-fort-lyrics,True,False,-376,-184,3,-38,-0.29432930339665875
https://genius.com/So-la-lune-vide-lyrics,True,False,-212,-46,-17,-15,0.04821292775665409
https://genius.com/Pso-thug-constamment-lyrics,True,False,-88,-8,-2,-16,-0.12013769935640406
https://genius.com/Kamelancien-quand-ils-vont-partir-lyrics,True,False,-418,-111,-13,-57,-0.574086123269844
https://genius.com/Fefe-cdd-lyrics,True,False,-378,-100,-5,-58,0.13005428159964127
https://genius.com/Le-rat-luciano-mode-de-vie-complexe-lyrics,True,False,-462,-167,-14,-49,0.10546448087431326
https://genius.com/Booba-tallac-lyrics,True,False,-109,-58,0,-1,-0.177830213107542
https://genius.com/Grems-kuala-lyrics,True,False,-267,-70,-2,-20,-0.121439636848367
https://genius.com/Ademo-wesh-la-galere-lyrics,True,False,-3,-4,0,0,-0.007089711150642497
https://genius.com/Ateyaba-crazy-girls-lyrics,True,False,-188,-42,-6,-22,-0.21403294691885177
https://genius.com/Axiom-si-dieu-veut-me-tester-lyrics,True,False,-235,-91,-9,-24,-0.015621273551154502
https://genius.com/Sniper-empire-lyrics,True,False,-442,-102,-13,-32,0.051613588110400066
https://genius.com/Vald-offshore-lyrics,True,False,-450,-162,-14,-28,-0.27653042842068976
https://genius.com/Georgio-31-janvier-lyrics,True,False,-85,-70,15,-8,-0.7087348358153513
https://genius.com/Jul-ils-mont-fait-mal-lyrics,True,False,-387,-51,-7,-54,0.05080428762071332
https://genius.com/Retro-x-pulp-fiction-lyrics,True,False,-215,-69,-10,-28,-0.022936259143154558
https://genius.com/Psykick-lyrikah-retines-larges-trois-lettres-rouge-sans-lyrics,True,False,-210,-62,-3,-27,-0.043921019900500013
https://genius.com/Saian-supa-crew-soldat-2-lyrics,True,False,-485,-200,-9,-46,0.03269013498246043
https://genius.com/Roshi-pas-comme-hier-lyrics,True,False,-226,-55,-26,-22,0.1022708228590603
https://genius.com/Canardo-outro-papillon-2-lyrics,True,True,0,0,0,0,-8.881784197001252e-16
https://genius.com/Aladin-135-cest-du-vrai-rap-lyrics,True,False,-602,-169,-35,-87,-0.10069930069929578
https://genius.com/Grems-ctwmn-lyrics,True,False,-68,-4,0,-8,0.038791343405468304
https://genius.com/Green-money-prince-de-la-street-lyrics,True,False,-198,-27,-11,-20,-0.10685356616873243
https://genius.com/Aladin-135-tesla-lyrics,True,False,-327,-68,-15,-24,-0.15449731283343038
https://genius.com/Beeby-a-la-kool-lyrics,True,False,-195,-94,-2,-16,-0.08429408429408358
https://genius.com/Kaaris-monsieur-meteo-lyrics,True,False,-274,-43,-4,-25,-0.25504379105411434
https://genius.com/Ziak-lauiss-lyrics,True,False,-364,-97,-7,-27,0.28309728747299046
https://genius.com/Lorenzo-tu-le-c-lyrics,True,False,-285,-72,-17,-36,-0.13977011494252656
https://genius.com/Rounhaa-mafia-lyrics,True,False,-57,-4,-2,-7,0.07076491373935001
https://genius.com/Niro-phenomene-lyrics,True,False,-366,-120,-14,-24,0.07623140257114303
https://genius.com/The-shin-sekai-laisse-ca-lyrics,True,False,-525,-65,-19,-61,0.029502641283767783
https://genius.com/Landy-gun-shot-lyrics,True,False,-178,-39,-14,-19,0.04689060048495586
